ingredient_id,ingredient_name,ingredient_editor_id,ingredient_origin_plugin,ingredient_winning_plugin,ingredient_fixed_form_id,ingredient_load_order_form_id,effect_id,effect_name,effect_editor_id,effect_origin_plugin,effect_winning_plugin,effect_fixed_form_id,effect_load_order_form_id,effect_type,effect_order,magnitude,duration,weight,value
"sprite_dust","Sprite Dust","FairyDust","melyfairy.esl","LoreRim - Alchemy Tweaks.esp","0500080E","FE0AF80E","invisibility","Invisibility","REQ_Alch_Invisibillity","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB3D","0003EB3D","positive","3","0.000000","4","0.500000","20"
"sprite_dust","Sprite Dust","FairyDust","melyfairy.esl","LoreRim - Alchemy Tweaks.esp","0500080E","FE0AF80E","waterwalking","Waterwalking","AlchWaterWalking","Dragonborn.esm","Dragonborn.esm","020390E1","040390E1","positive","4","0.000000","120","0.500000","20"
"sprite_dust","Sprite Dust","FairyDust3","melyfairy.esl","LoreRim - Alchemy Tweaks.esp","0500080D","FE0AF80D","restore_health","Restore Health","REQ_Alch_RestoreHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB15","0003EB15","positive","1","1.000000","20","0.500000","20"
"sprite_dust","Sprite Dust","FairyDust3","melyfairy.esl","LoreRim - Alchemy Tweaks.esp","0500080D","FE0AF80D","weakness_to_magic","Weakness to Magic","REQ_Alch_WeaknessMagic","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F51","00073F51","negative","2","2.000000","30","0.500000","20"
"sprite_dust","Sprite Dust","FairyDust3","melyfairy.esl","LoreRim - Alchemy Tweaks.esp","0500080D","FE0AF80D","fortify_jump","Fortify Jump","REQ_Alch_FortifyEnchanting","Skyrim.esm","LoreRim - Alchemy Tweaks.esp","0003EB29","0003EB29","positive","3","20.000000","120","0.500000","20"
"sprite_dust","Sprite Dust","FairyDust3","melyfairy.esl","LoreRim - Alchemy Tweaks.esp","0500080D","FE0AF80D","waterwalking","Waterwalking","AlchWaterWalking","Dragonborn.esm","Dragonborn.esm","020390E1","040390E1","positive","4","0.000000","120","0.500000","20"
"sprite_dust","Sprite Dust","FairyDust2","melyfairy.esl","LoreRim - Alchemy Tweaks.esp","0500080C","FE0AF80C","reflect_damage","Reflect Damage","REQ_Alch_FortifySmithing","Skyrim.esm","LoreRim - Alchemy Tweaks.esp","0003EB1D","0003EB1D","positive","1","4.000000","120","0.500000","20"
"sprite_dust","Sprite Dust","FairyDust2","melyfairy.esl","LoreRim - Alchemy Tweaks.esp","0500080C","FE0AF80C","weakness_to_fire","Weakness to Fire","REQ_Alch_WeaknessFire","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F2D","00073F2D","negative","2","4.000000","30","0.500000","20"
"sprite_dust","Sprite Dust","FairyDust2","melyfairy.esl","LoreRim - Alchemy Tweaks.esp","0500080C","FE0AF80C","waterbreathing","Waterbreathing","REQ_Alch_Waterbreathing","Skyrim.esm","Requiem - Alchemy Redone.esp","0003AC2D","0003AC2D","positive","3","0.000000","24","0.500000","20"
"sprite_dust","Sprite Dust","FairyDust2","melyfairy.esl","LoreRim - Alchemy Tweaks.esp","0500080C","FE0AF80C","waterwalking","Waterwalking","AlchWaterWalking","Dragonborn.esm","Dragonborn.esm","020390E1","040390E1","positive","4","0.000000","120","0.500000","20"
"seagull_feathers","Seagull Feathers","EN_SeagullFeathers","BIRDS.esl","LoreRim - Alchemy Tweaks.esp","050009B9","FE0A19B9","fortify_jump","Fortify Jump","REQ_Alch_FortifyEnchanting","Skyrim.esm","LoreRim - Alchemy Tweaks.esp","0003EB29","0003EB29","positive","1","20.000000","120","0.100000","2"
"seagull_feathers","Seagull Feathers","EN_SeagullFeathers","BIRDS.esl","LoreRim - Alchemy Tweaks.esp","050009B9","FE0A19B9","frenzy","Frenzy","REQ_Alch_Frenzy","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F29","00073F29","negative","2","2.000000","15","0.100000","2"
"seagull_feathers","Seagull Feathers","EN_SeagullFeathers","BIRDS.esl","LoreRim - Alchemy Tweaks.esp","050009B9","FE0A19B9","fortify_stamina_regeneration","Fortify Stamina Regeneration","REQ_Alch_FortifyStaminaRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB08","0003EB08","positive","3","16.000000","300","0.100000","2"
"seagull_feathers","Seagull Feathers","EN_SeagullFeathers","BIRDS.esl","LoreRim - Alchemy Tweaks.esp","050009B9","FE0A19B9","fortify_sneak","Fortify Sneak","REQ_Alch_FortifySneak","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB22","0003EB22","positive","4","4.000000","120","0.100000","2"
"raven_feathers","Raven Feathers","EN_RavenFeathers","BIRDS.esl","LoreRim - Alchemy Tweaks.esp","05000802","FE0A1802","night_eye","Night Eye","NightEyeEffect","Skyrim.esm","Skyrim.esm","0006B10C","0006B10C","positive","1","2.000000","30","0.100000","10"
"raven_feathers","Raven Feathers","EN_RavenFeathers","BIRDS.esl","LoreRim - Alchemy Tweaks.esp","05000802","FE0A1802","fortify_barter","Fortify Barter","REQ_Alch_FortifyBarter","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB23","0003EB23","positive","2","2.000000","120","0.100000","10"
"raven_feathers","Raven Feathers","EN_RavenFeathers","BIRDS.esl","LoreRim - Alchemy Tweaks.esp","05000802","FE0A1802","fortify_pickpocket","Fortify Pickpocket","REQ_Alch_FortifyPickpocket","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB20","0003EB20","positive","3","4.000000","120","0.100000","10"
"raven_feathers","Raven Feathers","EN_RavenFeathers","BIRDS.esl","LoreRim - Alchemy Tweaks.esp","05000802","FE0A1802","fortify_sneak","Fortify Sneak","REQ_Alch_FortifySneak","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB22","0003EB22","positive","4","4.000000","120","0.100000","10"
"ironwood_fruit","Ironwood Fruit","ccKRTSSE001_IronwoodNut","cckrtsse001_altar.esl","LoreRim - Alchemy Tweaks.esp","05000F0F","FE03EF0F","restore_health","Restore Health","REQ_Alch_RestoreHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB15","0003EB15","positive","1","1.000000","20","0.100000","5"
"ironwood_fruit","Ironwood Fruit","ccKRTSSE001_IronwoodNut","cckrtsse001_altar.esl","LoreRim - Alchemy Tweaks.esp","05000F0F","FE03EF0F","resist_fire","Resist Fire","REQ_Alch_ResistFire","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAEA","0003EAEA","positive","2","4.000000","120","0.100000","5"
"ironwood_fruit","Ironwood Fruit","ccKRTSSE001_IronwoodNut","cckrtsse001_altar.esl","LoreRim - Alchemy Tweaks.esp","05000F0F","FE03EF0F","damage_stamina","Damage Stamina","REQ_Alch_DamageStamina","Skyrim.esm","Requiem - Alchemy Redone.esp","0003A2C6","0003A2C6","negative","3","16.000000","0","0.100000","5"
"ironwood_fruit","Ironwood Fruit","ccKRTSSE001_IronwoodNut","cckrtsse001_altar.esl","LoreRim - Alchemy Tweaks.esp","05000F0F","FE03EF0F","restore_magicka","Restore Magicka","REQ_Alch_RestoreMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB17","0003EB17","positive","4","2.000000","20","0.100000","5"
"simon_rodaynes_heart","Simon Rodayne's Heart","ccEDHSSE002_HumanHeart","ccedhsse002-splkntset.esl","LoreRim - Alchemy Tweaks.esp","0500085D","FE02A85D","damage_health","Damage Health","REQ_Alch_DamageHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB42","0003EB42","negative","1","8.000000","0","1.000000","0"
"simon_rodaynes_heart","Simon Rodayne's Heart","ccEDHSSE002_HumanHeart","ccedhsse002-splkntset.esl","LoreRim - Alchemy Tweaks.esp","0500085D","FE02A85D","damage_magicka","Damage Magicka","REQ_Alch_DamageMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003A2B6","0003A2B6","negative","2","16.000000","0","1.000000","0"
"simon_rodaynes_heart","Simon Rodayne's Heart","ccEDHSSE002_HumanHeart","ccedhsse002-splkntset.esl","LoreRim - Alchemy Tweaks.esp","0500085D","FE02A85D","damage_magicka_regeneration","Damage Magicka Regeneration","REQ_Alch_DamageMagickaRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F2B","00073F2B","negative","3","32.000000","60","1.000000","0"
"simon_rodaynes_heart","Simon Rodayne's Heart","ccEDHSSE002_HumanHeart","ccedhsse002-splkntset.esl","LoreRim - Alchemy Tweaks.esp","0500085D","FE02A85D","frenzy","Frenzy","REQ_Alch_Frenzy","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F29","00073F29","negative","4","3.000000","15","1.000000","0"
"corrupted_human_heart","Corrupted Human Heart","ccEDHSSE002_CorruptedHumanHeart","ccedhsse002-splkntset.esl","LoreRim - Alchemy Tweaks.esp","0500085B","FE02A85B","damage_health","Damage Health","REQ_Alch_DamageHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB42","0003EB42","negative","1","8.000000","0","0.500000","10"
"corrupted_human_heart","Corrupted Human Heart","ccEDHSSE002_CorruptedHumanHeart","ccedhsse002-splkntset.esl","LoreRim - Alchemy Tweaks.esp","0500085B","FE02A85B","damage_magicka","Damage Magicka","REQ_Alch_DamageMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003A2B6","0003A2B6","negative","2","16.000000","0","0.500000","10"
"corrupted_human_heart","Corrupted Human Heart","ccEDHSSE002_CorruptedHumanHeart","ccedhsse002-splkntset.esl","LoreRim - Alchemy Tweaks.esp","0500085B","FE02A85B","damage_magicka_regeneration","Damage Magicka Regeneration","REQ_Alch_DamageMagickaRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F2B","00073F2B","negative","3","32.000000","60","0.500000","10"
"corrupted_human_heart","Corrupted Human Heart","ccEDHSSE002_CorruptedHumanHeart","ccedhsse002-splkntset.esl","LoreRim - Alchemy Tweaks.esp","0500085B","FE02A85B","frenzy","Frenzy","REQ_Alch_Frenzy","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F29","00073F29","negative","4","3.000000","15","0.500000","10"
"steel_blue_entoloma","Steel-Blue Entoloma","ccBGSSSE040_Mushroom01","ccbgssse040-advobgobs.esl","LoreRim - Alchemy Tweaks.esp","05000832","FE021832","restore_magicka","Restore Magicka","REQ_Alch_RestoreMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB17","0003EB17","positive","1","2.000000","20","0.100000","2"
"steel_blue_entoloma","Steel-Blue Entoloma","ccBGSSSE040_Mushroom01","ccbgssse040-advobgobs.esl","LoreRim - Alchemy Tweaks.esp","05000832","FE021832","fortify_destruction","Fortify Destruction","REQ_Alch_FortifyDestruction","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB26","0003EB26","positive","2","4.000000","120","0.100000","2"
"steel_blue_entoloma","Steel-Blue Entoloma","ccBGSSSE040_Mushroom01","ccbgssse040-advobgobs.esl","LoreRim - Alchemy Tweaks.esp","05000832","FE021832","resist_frost","Resist Frost","REQ_Alch_ResistFrost","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAEB","0003EAEB","positive","3","4.000000","120","0.100000","2"
"steel_blue_entoloma","Steel-Blue Entoloma","ccBGSSSE040_Mushroom01","ccbgssse040-advobgobs.esl","LoreRim - Alchemy Tweaks.esp","05000832","FE021832","fortify_carry_weight","Fortify Carry Weight","REQ_Alch_FortifyCarryWeight","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB01","0003EB01","positive","4","4.000000","600","0.100000","2"
"bog_beacon","Bog Beacon","ccBGSSSE037_BogBeacon","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D6C","FE016D6C","restore_magicka","Restore Magicka","REQ_Alch_RestoreMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB17","0003EB17","positive","1","1.000000","20","0.100000","20"
"bog_beacon","Bog Beacon","ccBGSSSE037_BogBeacon","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D6C","FE016D6C","fortify_speed","Fortify Speed","REQ_Alch_FortifySpeed","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB1F","0003EB1F","positive","2","1.500000","120","0.100000","20"
"bog_beacon","Bog Beacon","ccBGSSSE037_BogBeacon","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D6C","FE016D6C","fear","Fear","REQ_Alch_Fear","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F20","00073F20","negative","3","2.000000","15","0.100000","20"
"bog_beacon","Bog Beacon","ccBGSSSE037_BogBeacon","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D6C","FE016D6C","damage_stamina","Damage Stamina","REQ_Alch_DamageStamina","Skyrim.esm","Requiem - Alchemy Redone.esp","0003A2C6","0003A2C6","negative","4","16.000000","0","0.100000","20"
"blister_pod_cap","Blister Pod Cap","ccBGSSSE037_BlisterPodCap","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D6A","FE016D6A","restore_magicka","Restore Magicka","REQ_Alch_RestoreMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB17","0003EB17","positive","1","1.000000","20","0.100000","50"
"blister_pod_cap","Blister Pod Cap","ccBGSSSE037_BlisterPodCap","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D6A","FE016D6A","fortify_magicka","Fortify Magicka","REQ_Alch_FortifyMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAF8","0003EAF8","positive","2","8.000000","300","0.100000","50"
"blister_pod_cap","Blister Pod Cap","ccBGSSSE037_BlisterPodCap","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D6A","FE016D6A","night_eye","Night Eye","ccBGSSSE037_NightEyeEffect","ccBGSSSE037-Curios.esl","ccBGSSSE037-Curios.esl","05000803","FE016803","positive","3","0.000000","300","0.100000","50"
"blister_pod_cap","Blister Pod Cap","ccBGSSSE037_BlisterPodCap","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D6A","FE016D6A","invisibility","Invisibility","REQ_Alch_Invisibillity","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB3D","0003EB3D","positive","4","0.000000","6","0.100000","50"
"bittergreen_petals","Bittergreen Petals","ccBGSSSE037_BittergreenPetals","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D68","FE016D68","lingering_damage_stamina","Lingering Damage Stamina","REQ_Alch_LingeringDamageStamina","Skyrim.esm","Requiem - Alchemy Redone.esp","0010DE5E","0010DE5E","negative","1","2.000000","15","0.100000","25"
"bittergreen_petals","Bittergreen Petals","ccBGSSSE037_BittergreenPetals","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D68","FE016D68","invisibility","Invisibility","REQ_Alch_Invisibillity","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB3D","0003EB3D","positive","2","0.000000","5","0.100000","25"
"bittergreen_petals","Bittergreen Petals","ccBGSSSE037_BittergreenPetals","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D68","FE016D68","cure_poison","Cure Poison","REQ_Alch_CurePoison","Skyrim.esm","Requiem - Alchemy Redone.esp","00109ADD","00109ADD","positive","3","2.000000","0","0.100000","25"
"bittergreen_petals","Bittergreen Petals","ccBGSSSE037_BittergreenPetals","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D68","FE016D68","damage_magicka","Damage Magicka","REQ_Alch_DamageMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003A2B6","0003A2B6","negative","4","16.000000","0","0.100000","25"
"aster_bloom_core","Aster Bloom Core","ccBGSSSE037_AsterBloomCore","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D66","FE016D66","resist_magic","Resist Magic","REQ_Alch_ResistMagic","Skyrim.esm","Requiem - Alchemy Redone.esp","00039E51","00039E51","positive","1","2.000000","120","0.100000","100"
"aster_bloom_core","Aster Bloom Core","ccBGSSSE037_AsterBloomCore","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D66","FE016D66","fortify_speed","Fortify Speed","REQ_Alch_FortifySpeed","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB1F","0003EB1F","positive","2","1.000000","120","0.100000","100"
"aster_bloom_core","Aster Bloom Core","ccBGSSSE037_AsterBloomCore","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D66","FE016D66","fortify_block","Fortify Block","REQ_Alch_FortifyBlock","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB1C","0003EB1C","positive","3","4.000000","120","0.100000","100"
"aster_bloom_core","Aster Bloom Core","ccBGSSSE037_AsterBloomCore","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D66","FE016D66","paralysis","Paralysis","REQ_Alch_Paralysis","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F30","00073F30","negative","4","0.000000","2","0.100000","100"
"alocasia_fruit","Alocasia Fruit","ccBGSSSE037_AlocasiaFruit","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D62","FE016D62","fortify_stamina_regeneration","Fortify Stamina Regeneration","REQ_Alch_FortifyStaminaRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB08","0003EB08","positive","1","24.000000","300","0.250000","40"
"alocasia_fruit","Alocasia Fruit","ccBGSSSE037_AlocasiaFruit","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D62","FE016D62","light","Light","ccBGSSSE037_LightFFSelf","ccBGSSSE037-Curios.esl","ccBGSSSE037-Curios.esl","05000846","FE016846","positive","2","0.000000","300","0.250000","40"
"alocasia_fruit","Alocasia Fruit","ccBGSSSE037_AlocasiaFruit","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D62","FE016D62","damage_maximum_magicka","Damage Maximum Magicka","REQ_Alch_DamageMaximumMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F27","00073F27","negative","3","2.000000","10","0.250000","40"
"alocasia_fruit","Alocasia Fruit","ccBGSSSE037_AlocasiaFruit","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000D62","FE016D62","fortify_health_regeneration","Fortify Health Regeneration","REQ_Alch_FortifyHealthRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB06","0003EB06","positive","4","24.000000","300","0.250000","40"
"heart_of_order","Heart of Order","ccBGSSSE037_HeartofOrderIngredient","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000851","FE016851","restore_health","Restore Health","REQ_Alch_RestoreHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB15","0003EB15","positive","1","2.000000","20","0.500000","3000"
"heart_of_order","Heart of Order","ccBGSSSE037_HeartofOrderIngredient","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000851","FE016851","fortify_health","Fortify Health","REQ_Alch_FortifyHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAF3","0003EAF3","positive","2","16.000000","300","0.500000","3000"
"heart_of_order","Heart of Order","ccBGSSSE037_HeartofOrderIngredient","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000851","FE016851","fortify_one_handed","Fortify One-Handed","REQ_Alch_FortifyDamage_OneHanded","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB19","0003EB19","positive","3","4.000000","120","0.500000","3000"
"heart_of_order","Heart of Order","ccBGSSSE037_HeartofOrderIngredient","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000851","FE016851","fortify_two_handed","Fortify Two-Handed","REQ_Alch_FortifyDamage_TwoHanded","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB1A","0003EB1A","positive","4","4.000000","120","0.500000","3000"
"chokeberry","Chokeberry","ccBGSSSE037_Chokeberry","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000838","FE016838","damage_health","Damage Health","REQ_Alch_DamageHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB42","0003EB42","negative","1","8.000000","0","0.100000","15"
"chokeberry","Chokeberry","ccBGSSSE037_Chokeberry","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000838","FE016838","damage_maximum_health","Damage Maximum Health","REQ_Alch_DamageMaximumHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F26","00073F26","negative","2","8.000000","60","0.100000","15"
"chokeberry","Chokeberry","ccBGSSSE037_Chokeberry","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000838","FE016838","lingering_damage_health","Lingering Damage Health","REQ_Alch_LingeringDamageHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0010AA4A","0010AA4A","negative","3","1.000000","15","0.100000","15"
"chokeberry","Chokeberry","ccBGSSSE037_Chokeberry","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000838","FE016838","weakness_to_poison","Weakness to Poison","REQ_Alch_WeaknessPoison","Skyrim.esm","Requiem - Alchemy Redone.esp","00090042","00090042","negative","4","6.000000","30","0.100000","15"
"lichor","Lichor","ccBGSSSE037_Lichor","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000837","FE016837","restore_magicka","Restore Magicka","REQ_Alch_RestoreMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB17","0003EB17","positive","1","2.000000","20","0.100000","100"
"lichor","Lichor","ccBGSSSE037_Lichor","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000837","FE016837","fortify_magicka_regeneration","Fortify Magicka Regeneration","REQ_Alch_FortifyMagickaRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB07","0003EB07","positive","2","16.000000","300","0.100000","100"
"lichor","Lichor","ccBGSSSE037_Lichor","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000837","FE016837","fortify_magicka","Fortify Magicka","REQ_Alch_FortifyMagicka","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAF8","0003EAF8","positive","3","8.000000","60","0.100000","100"
"lichor","Lichor","ccBGSSSE037_Lichor","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000837","FE016837","spell_absorption","Spell Absorption","ccBGSSSE037_RaceBretonAbsorbSpellChance","ccBGSSSE037-Curios.esl","ccBGSSSE037-Curios.esl","05000812","FE016812","positive","4","1.000000","60","0.100000","100"
"ambrosia","Ambrosia","ccBGSSSE037_Ambrosia","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000836","FE016836","restore_health","Restore Health","REQ_Alch_RestoreHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB15","0003EB15","positive","1","2.000000","20","0.100000","40"
"ambrosia","Ambrosia","ccBGSSSE037_Ambrosia","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000836","FE016836","fortify_health_regeneration","Fortify Health Regeneration","REQ_Alch_FortifyHealthRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB06","0003EB06","positive","2","16.000000","300","0.100000","40"
"ambrosia","Ambrosia","ccBGSSSE037_Ambrosia","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000836","FE016836","fortify_health","Fortify Health","REQ_Alch_FortifyHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EAF3","0003EAF3","positive","3","8.000000","300","0.100000","40"
"ambrosia","Ambrosia","ccBGSSSE037_Ambrosia","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","05000836","FE016836","cure_poison","Cure Poison","REQ_Alch_CurePoison","Skyrim.esm","Requiem - Alchemy Redone.esp","00109ADD","00109ADD","positive","4","2.000000","0","0.100000","40"
"hackle_lo_leaf","Hackle-Lo Leaf","ccBGSSSE037_HackleLoLeaf","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","0500082E","FE01682E","restore_stamina","Restore Stamina","REQ_Alch_RestoreStamina","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB16","0003EB16","positive","1","2.000000","20","0.100000","50"
"hackle_lo_leaf","Hackle-Lo Leaf","ccBGSSSE037_HackleLoLeaf","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","0500082E","FE01682E","paralysis","Paralysis","REQ_Alch_Paralysis","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F30","00073F30","negative","2","0.000000","2","0.100000","50"
"hackle_lo_leaf","Hackle-Lo Leaf","ccBGSSSE037_HackleLoLeaf","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","0500082E","FE01682E","waterbreathing","Waterbreathing","REQ_Alch_Waterbreathing","Skyrim.esm","Requiem - Alchemy Redone.esp","0003AC2D","0003AC2D","positive","3","0.000000","24","0.100000","50"
"hackle_lo_leaf","Hackle-Lo Leaf","ccBGSSSE037_HackleLoLeaf","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","0500082E","FE01682E","fortify_restoration","Fortify Restoration","REQ_Alch_FortifyRestoration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB28","0003EB28","positive","4","4.000000","120","0.100000","50"
"gold_kanet","Gold Kanet","ccBGSSSE037_GoldKanet","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","0500082D","FE01682D","paralysis","Paralysis","REQ_Alch_Paralysis","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F30","00073F30","negative","1","0.000000","2","0.100000","50"
"gold_kanet","Gold Kanet","ccBGSSSE037_GoldKanet","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","0500082D","FE01682D","damage_maximum_health","Damage Maximum Health","REQ_Alch_DamageMaximumHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F26","00073F26","negative","2","8.000000","60","0.100000","50"
"gold_kanet","Gold Kanet","ccBGSSSE037_GoldKanet","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","0500082D","FE01682D","weakness_to_frost","Weakness to Frost","REQ_Alch_WeaknessFrost","Skyrim.esm","Requiem - Alchemy Redone.esp","00073F2E","00073F2E","negative","3","4.000000","30","0.100000","50"
"gold_kanet","Gold Kanet","ccBGSSSE037_GoldKanet","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","0500082D","FE01682D","fortify_two_handed","Fortify Two-Handed","REQ_Alch_FortifyDamage_TwoHanded","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB1A","0003EB1A","positive","4","4.000000","120","0.100000","50"
"gnarl_bark","Gnarl Bark","ccBGSSSE037_GnarlBark","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","0500082C","FE01682C","damage_health","Damage Health","REQ_Alch_DamageHealth","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB42","0003EB42","negative","1","8.000000","0","0.100000","50"
"gnarl_bark","Gnarl Bark","ccBGSSSE037_GnarlBark","ccBGSSSE037-Curios.esl","LoreRim - Alchemy Tweaks.esp","0500082C","FE01682C","fortify_health_regeneration","Fortify Health Regeneration","REQ_Alch_FortifyHealthRegeneration","Skyrim.esm","Requiem - Alchemy Redone.esp","0003EB06","0003EB06","positive","2","16.000000","300","0.100000","50"
